"application_id","organization_id","provider_id","snapshot_date_id","applicationcode","FullResourcesCount","DevResourcesCount","QaResourcesCount","PdnResourcesCount","FullAccountsCount","DevAccountsCount","QaAccountsCount","PdnAccountsCount","RedSecurityChecksCount","RedSecurityResourcesCount","YellowSecurityChecksCount","YellowSecurityResourcesCount","RedFaultToleranceChecksCount","RedFaultToleranceResourcesCount","YellowFaultToleranceChecksCount","YellowFaultToleranceResourcesCount","RedPerformanceChecksCount","RedPerformanceResourcesCount","YellowPerformanceChecksCount","YellowPerformanceResourcesCount","RedCostOptimizingChecksCount","RedCostOptimizingResourcesCount","YellowCostOptimizingChecksCount","YellowCostOptimizingResourcesCount","ppn_tm"
"609","1","1","20231012","app00609","701","352","167","182","4","2","1","1","2","3","5","12","0","0","2","5","0","0","1","1","0","0","0","0","2023-10-12 11:48:46.008"
"613","1","1","20231012","app00613","139","90","49","0","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"610","1","1","20231012","app00610","193","60","41","92","5","1","1","3","1","1","5","11","1","1","1","2","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"614","1","1","20231012","app00614","79","29","23","27","3","1","1","1","1","1","4","11","0","0","1","1","0","0","1","1","0","0","0","0","2023-10-12 11:48:46.008"
"612","1","1","20231012","app00612","357","176","107","74","4","1","1","2","0","0","2","2","1","1","3","9","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"616","1","1","20231012","app00616","2","0","0","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"611","1","1","20231012","app00611","243","145","94","4","4","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"615","1","1","20231012","app00615","5","5","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"586","1","1","20231012","app00586","2518","968","711","839","173","66","48","59","1","1","9","25","0","0","2","6","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"587","1","1","20231012","app00587","139","57","40","42","4","2","1","1","1","1","7","14","0","0","2","4","0","0","2","2","0","0","0","0","2023-10-12 11:48:46.008"
"589","1","1","20231012","app00589","224","95","51","78","6","2","1","3","1","1","3","9","0","0","1","4","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"590","1","1","20231012","app00590","187","0","0","187","3","0","0","3","1","2","4","14","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"588","1","1","20231012","app00588","132","33","66","33","3","1","1","1","2","2","4","7","0","0","1","2","0","0","1","1","0","0","0","0","2023-10-12 11:48:46.008"
"552","1","1","20231012","app00552","6","6","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"555","1","1","20231012","app00555","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"551","1","1","20231012","app00551","302","145","77","80","3","1","1","1","0","0","4","11","0","0","2","7","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"553","1","1","20231012","app00553","86","36","25","25","4","2","1","1","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"554","1","1","20231012","app00554","8","8","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"620","1","1","20231012","app00620","208","85","49","74","3","1","1","1","0","0","3","5","0","0","2","6","0","0","1","1","0","0","0","0","2023-10-12 11:48:46.008"
"618","1","1","20231012","app00618","195","59","47","89","3","1","1","1","1","1","4","6","0","0","1","4","0","0","1","1","0","0","0","0","2023-10-12 11:48:46.008"
"617","1","1","20231012","app00617","1038","494","36","508","50","16","16","18","5","24","12","58","1","1","4","27","0","0","1","1","0","0","0","0","2023-10-12 11:48:46.008"
"623","1","1","20231012","app00623","27","9","9","9","3","1","1","1","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"622","1","1","20231012","app00622","66","21","21","24","3","1","1","1","0","0","1","3","1","2","2","4","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"619","1","1","20231012","app00619","131","48","31","52","5","2","1","2","0","0","3","5","0","0","3","3","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"621","1","1","20231012","app00621","204","78","52","74","3","1","1","1","0","0","3","5","0","0","2","6","0","0","1","1","0","0","0","0","2023-10-12 11:48:46.008"
"624","1","1","20231012","app00624","61","25","18","18","3","1","1","1","2","2","5","5","0","0","0","0","0","0","1","1","0","0","0","0","2023-10-12 11:48:46.008"
"626","1","1","20231012","app00626","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"625","1","1","20231012","app00625","28","24","1","3","4","2","1","1","1","1","2","2","0","0","1","1","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"627","1","1","20231012","app00627","4","0","4","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"191","1","1","20231012","app00191","148","55","33","60","3","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"188","1","1","20231012","app00188","14","7","5","2","3","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"187","1","1","20231012","app00187","121","28","25","68","3","1","1","1","1","1","3","3","0","0","1","1","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"189","1","1","20231012","app00189","31","31","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"192","1","1","20231012","app00192","58","2","0","56","2","1","0","1","0","0","2","2","0","0","1","1","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"190","1","1","20231012","app00190","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"353","1","1","20231012","app00353","77","77","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"782","1","1","20231012","app00782","9","3","3","3","3","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"783","1","1","20231012","app00783","95","27","21","47","5","2","1","2","2","8","7","14","0","0","1","2","0","0","2","2","0","0","0","0","2023-10-12 11:48:46.008"
"786","1","1","20231012","app00786","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"785","1","1","20231012","app00785","363","49","163","151","3","1","1","1","3","36","5","55","1","56","3","3","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"784","1","1","20231012","app00784","44","0","0","44","1","0","0","1","1","2","2","2","0","0","1","1","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"781","1","1","20231012","app00781","446","169","159","118","3","1","1","1","1","1","5","14","0","0","1","4","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"54","1","1","20231012","app00054","1443","483","428","532","11","6","2","3","2","6","6","34","1","2","1","5","0","0","2","3","0","0","0","0","2023-10-12 11:48:46.008"
"59","1","1","20231012","app00059","29","18","4","7","5","2","2","1","1","3","1","3","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"56","1","1","20231012","app00056","281","84","72","125","5","1","1","3","1","1","5","10","0","0","2","2","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"55","1","1","20231012","app00055","73","43","15","15","6","2","2","2","0","0","2","4","0","0","1","2","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"57","1","1","20231012","app00057","4","0","0","4","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"58","1","1","20231012","app00058","2","2","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"60","1","1","20231012","app00060","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"597","1","1","20231012","app00597","105","73","28","4","3","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"592","1","1","20231012","app00592","929","237","259","433","8","2","2","4","0","0","5","12","1","14","2","6","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"593","1","1","20231012","app00593","502","173","135","194","5","1","1","3","0","0","3","5","1","3","3","9","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"594","1","1","20231012","app00594","89","64","25","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"591","1","1","20231012","app00591","132","36","0","96","2","1","0","1","0","0","6","14","0","0","2","4","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"595","1","1","20231012","app00595","2","0","0","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"596","1","1","20231012","app00596","3","3","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"598","1","1","20231012","app00598","531","316","96","119","175","69","48","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"603","1","1","20231012","app00603","53","11","20","22","3","1","1","1","1","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"608","1","1","20231012","app00608","1","0","0","1","1","0","0","1","0","0","2","2","0","0","1","1","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"604","1","1","20231012","app00604","644","74","221","349","8","2","2","4","1","1","5","14","3","4","2","5","0","0","1","3","0","0","0","0","2023-10-12 11:48:46.008"
"601","1","1","20231012","app00601","60","22","12","26","8","2","2","4","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"602","1","1","20231012","app00602","610","80","173","357","4","1","1","2","1","4","5","14","1","3","2","7","0","0","1","3","0","0","0","0","2023-10-12 11:48:46.008"
"600","1","1","20231012","app00600","19","2","1","16","5","1","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"607","1","1","20231012","app00607","39","39","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"599","1","1","20231012","app00599","176","53","28","95","3","1","1","1","1","1","2","2","0","0","1","1","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"605","1","1","20231012","app00605","4","0","2","2","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"606","1","1","20231012","app00606","41","41","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"887","1","1","20231012","app00887","1148","380","357","411","150","55","44","51","0","0","3","228","1","1","3","227","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"892","1","1","20231012","app00892","29","7","7","15","3","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"891","1","1","20231012","app00891","207","61","70","76","3","1","1","1","0","0","2","8","0","0","2","5","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"890","1","1","20231012","app00890","206","88","42","76","5","1","1","3","0","0","2","5","0","0","2","4","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"889","1","1","20231012","app00889","180","47","67","66","4","1","1","2","0","0","2","4","2","2","2","3","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"888","1","1","20231012","app00888","64","21","22","21","3","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"894","1","1","20231012","app00894","40","11","0","29","2","1","0","1","0","0","2","6","0","0","1","2","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"893","1","1","20231012","app00893","12","4","4","4","3","1","1","1","0","0","2","2","0","0","1","1","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"895","1","1","20231012","app00895","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"865","1","1","20231012","app00865","605","252","217","136","52","19","17","16","1","9","3","11","0","0","1","1","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"875","1","1","20231012","app00875","7","2","0","5","3","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"866","1","1","20231012","app00866","140","37","30","73","3","1","1","1","1","1","4","6","0","0","1","2","0","0","1","1","0","0","0","0","2023-10-12 11:48:46.008"
"868","1","1","20231012","app00868","332","124","70","138","5","1","1","3","2","2","6","8","0","0","1","3","0","0","1","1","0","0","0","0","2023-10-12 11:48:46.008"
"873","1","1","20231012","app00873","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"878","1","1","20231012","app00878","35","6","11","18","5","1","1","3","1","1","0","0","1","2","2","3","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"867","1","1","20231012","app00867","33","18","9","6","3","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"871","1","1","20231012","app00871","13","13","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"872","1","1","20231012","app00872","158","52","28","78","4","1","1","2","0","0","4","8","0","0","1","2","0","0","1","1","0","0","0","0","2023-10-12 11:48:46.008"
"874","1","1","20231012","app00874","79","33","0","46","2","1","0","1","1","3","0","0","1","1","1","1","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"877","1","1","20231012","app00877","248","96","49","103","6","2","2","2","2","4","6","13","0","0","1","3","0","0","1","2","0","0","0","0","2023-10-12 11:48:46.008"
"870","1","1","20231012","app00870","50","20","15","15","3","1","1","1","1","1","4","5","0","0","1","2","0","0","1","1","0","0","0","0","2023-10-12 11:48:46.008"
"876","1","1","20231012","app00876","29","14","0","15","2","1","0","1","0","0","4","6","0","0","1","1","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"869","1","1","20231012","app00869","959","251","322","386","3","1","1","1","0","0","2","3","0","0","1","2","0","0","1","4","0","0","0","0","2023-10-12 11:48:46.008"
"898","1","1","20231012","app00898","95","22","41","32","3","1","1","1","0","0","2","2","0","0","1","1","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"896","1","1","20231012","app00896","442","180","147","115","5","1","1","3","2","3","3","5","0","0","1","2","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"897","1","1","20231012","app00897","124","35","36","53","5","1","1","3","0","0","3","13","1","1","1","2","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"905","1","1","20231012","app00905","6","1","1","4","3","1","1","1","1","1","4","6","0","0","1","2","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"902","1","1","20231012","app00902","175","55","55","65","5","1","1","3","0","0","1","1","1","1","1","1","0","0","0","0","0","0","1","1","2023-10-12 11:48:46.008"
"903","1","1","20231012","app00903","382","76","109","197","6","2","1","3","0","0","3","6","1","2","3","6","0","0","1","2","0","0","0","0","2023-10-12 11:48:46.008"
"901","1","1","20231012","app00901","2","1","1","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"904","1","1","20231012","app00904","27","9","9","9","3","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"900","1","1","20231012","app00900","2","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"906","1","1","20231012","app00906","6","6","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"899","1","1","20231012","app00899","9","9","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"828","1","1","20231012","app00828","15","5","5","5","3","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"830","1","1","20231012","app00830","339","107","114","118","3","1","1","1","0","0","3","7","0","0","3","11","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"831","1","1","20231012","app00831","81","49","32","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"832","1","1","20231012","app00832","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"829","1","1","20231012","app00829","22","22","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"720","1","1","20231012","app00720","2","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"717","1","1","20231012","app00717","227","58","75","94","3","1","1","1","1","1","6","9","2","2","2","4","0","0","1","1","1","1","0","0","2023-10-12 11:48:46.008"
"716","1","1","20231012","app00716","226","108","118","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"714","1","1","20231012","app00714","146","59","41","46","7","1","2","4","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"715","1","1","20231012","app00715","267","111","70","86","4","1","1","2","0","0","5","12","0","0","2","6","0","0","1","1","0","0","0","0","2023-10-12 11:48:46.008"
"718","1","1","20231012","app00718","221","101","60","60","3","1","1","1","1","1","2","3","0","0","1","2","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"719","1","1","20231012","app00719","28","0","0","28","2","0","0","2","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"722","1","1","20231012","app00722","220","97","55","68","3","1","1","1","0","0","2","2","0","0","2","4","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"721","1","1","20231012","app00721","633","293","192","148","5","2","2","1","1","2","6","12","0","0","3","11","0","0","1","1","0","0","0","0","2023-10-12 11:48:46.008"
"725","1","1","20231012","app00725","10","10","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"723","1","1","20231012","app00723","10","5","0","5","2","1","0","1","0","0","2","2","0","0","1","1","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"724","1","1","20231012","app00724","3","1","2","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"712","1","1","20231012","app00712","7","0","0","7","1","0","0","1","0","0","3","4","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"713","1","1","20231012","app00713","5","3","1","1","3","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"707","1","1","20231012","app00707","488","213","153","122","6","2","2","2","2","7","6","20","0","0","1","5","1","1","1","2","0","0","0","0","2023-10-12 11:48:46.008"
"710","1","1","20231012","app00710","2","1","1","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"709","1","1","20231012","app00709","64","64","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"708","1","1","20231012","app00708","658","268","188","202","5","1","1","3","0","0","2","2","0","0","1","2","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"711","1","1","20231012","app00711","83","21","55","7","5","3","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"547","1","1","20231012","app00547","39","13","13","13","3","1","1","1","1","1","4","5","0","0","1","2","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"550","1","1","20231012","app00550","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"546","1","1","20231012","app00546","30","10","10","10","3","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"548","1","1","20231012","app00548","12","12","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"543","1","1","20231012","app00543","506","196","119","191","5","3","1","1","1","1","7","15","0","0","1","4","0","0","1","1","0","0","0","0","2023-10-12 11:48:46.008"
"545","1","1","20231012","app00545","109","33","33","43","3","1","1","1","0","0","2","3","2","8","1","1","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"544","1","1","20231012","app00544","82","0","1","81","4","0","1","3","0","0","2","4","0","0","2","2","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"549","1","1","20231012","app00549","6","2","2","2","3","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"787","1","1","20231012","app00787","10210","3925","2832","3453","173","67","48","58","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","3","2023-10-12 11:48:46.008"
"788","1","1","20231012","app00788","322","129","60","133","3","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"791","1","1","20231012","app00791","273","81","85","107","5","2","2","1","1","1","2","4","0","0","1","2","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"790","1","1","20231012","app00790","164","45","41","78","3","1","1","1","1","1","4","7","0","0","1","3","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"789","1","1","20231012","app00789","11","11","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"794","1","1","20231012","app00794","39","39","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"792","1","1","20231012","app00792","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"793","1","1","20231012","app00793","7","7","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"777","1","1","20231012","app00777","110","31","35","44","4","1","1","2","2","3","5","9","0","0","1","2","0","0","1","1","0","0","0","0","2023-10-12 11:48:46.008"
"774","1","1","20231012","app00774","144","44","31","69","4","1","1","2","2","8","6","13","0","0","2","3","0","0","2","2","0","0","0","0","2023-10-12 11:48:46.008"
"771","1","1","20231012","app00771","219","68","50","101","4","2","1","1","1","1","2","2","0","0","1","1","0","0","1","1","0","0","0","0","2023-10-12 11:48:46.008"
"778","1","1","20231012","app00778","407","141","138","128","5","1","1","3","0","0","3","5","1","1","3","9","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"775","1","1","20231012","app00775","2","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"779","1","1","20231012","app00779","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"780","1","1","20231012","app00780","5","0","0","5","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"773","1","1","20231012","app00773","3","1","1","1","3","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"772","1","1","20231012","app00772","1042","614","0","428","2","1","0","1","0","0","2","3","0","0","1","3","0","0","1","2","0","0","1","18","2023-10-12 11:48:46.008"
"776","1","1","20231012","app00776","33","33","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"764","1","1","20231012","app00764","36","0","10","26","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"766","1","1","20231012","app00766","48","26","12","10","3","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"767","1","1","20231012","app00767","10","6","0","4","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"770","1","1","20231012","app00770","22","11","11","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"765","1","1","20231012","app00765","6","2","2","2","3","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"768","1","1","20231012","app00768","20","7","2","11","5","2","1","2","1","1","3","5","0","0","1","2","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"763","1","1","20231012","app00763","387","138","107","142","3","1","1","1","2","11","3","11","1","6","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"769","1","1","20231012","app00769","8","0","8","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"279","1","1","20231012","app00279","94","94","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"278","1","1","20231012","app00278","8","7","1","0","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"847","1","1","20231012","app00847","29","11","9","9","3","1","1","1","0","0","2","2","0","0","1","1","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"844","1","1","20231012","app00844","102","40","24","38","5","2","1","2","0","0","2","6","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"846","1","1","20231012","app00846","4","4","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"845","1","1","20231012","app00845","197","81","43","73","5","1","2","2","2","2","5","6","0","0","1","2","0","0","1","1","0","0","0","0","2023-10-12 11:48:46.008"
"851","1","1","20231012","app00851","105","50","52","3","3","1","1","1","1","2","1","2","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"848","1","1","20231012","app00848","10","10","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"849","1","1","20231012","app00849","28","11","7","10","3","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"843","1","1","20231012","app00843","2618","999","917","702","5","2","1","2","1","3","3","8","0","0","1","4","0","0","1","17","0","0","0","0","2023-10-12 11:48:46.008"
"850","1","1","20231012","app00850","9","3","0","6","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"377","1","1","20231012","app00377","207","78","47","82","5","1","1","3","1","1","2","2","0","0","2","5","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
"376","1","1","20231012","app00376","134","60","25","49","3","1","1","1","0","0","3","8","0","0","2","3","0","0","0","0","0","0","0","0","2023-10-12 11:48:46.008"
